,Total Contributions,Max Give,Months Since Last Donation,Most Recent Give Amount,Number of Gives,Average Give Amount,strong envir support,very pro-gun control,dems in red seats,house races,gives in primaries,supports AZ campaigns,strong pp support,moderate dems,Networth,female,gender unsure,male,isWhite,isJewish,isAfam,isLatinx,isIrish,isAsian,Ethnicity unsure
166,5.0,20,8,3,9,6.777777777777778,0,0,0,0,0,0,0,0,12.833074681690965,1,0,0,0,1,0,0,0,0,0
167,5.0,50,8,3,21,19.095238095238095,0,0,0,0,0,0,0,0,13.555564267839243,0,0,1,1,0,0,0,0,0,0
168,5.0,25,8,5,7,9.285714285714286,0,0,0,0,0,0,0,0,13.59122135063676,0,0,1,0,0,0,1,0,0,0
169,5.0,35,8,5,13,13.076923076923077,0,0,0,0,0,0,0,0,13.332899791679305,1,0,0,1,0,0,0,0,0,0
170,5.0,25,8,25,13,13.846153846153847,0,0,0,0,0,0,1,0,13.274412994401255,1,0,0,0,0,1,0,0,0,0
171,5.0,25,8,25,2,20.0,0,0,0,0,0,0,0,0,13.239993512483126,1,0,0,1,0,0,0,0,0,0
172,5.0,20,8,5,11,8.0,0,1,0,1,0,0,1,0,12.867246586438988,0,0,1,1,0,0,0,0,0,0
173,5.0,20,8,5,13,6.846153846153846,0,0,0,0,0,0,1,0,14.606538701939938,0,0,1,1,0,0,0,0,0,0
174,5.0,50,8,5,10,11.6,0,0,0,0,0,0,0,0,13.051749907742956,0,0,1,1,0,0,0,0,0,0
175,5.0,175,19,175,7,106.85714285714286,0,0,0,0,0,0,0,0,13.322704927795092,1,0,0,1,0,0,0,0,0,0
176,5.0,20,19,5,14,11.571428571428571,0,0,0,0,1,0,0,0,13.0161269226683,0,1,0,0,0,1,0,0,0,0
177,5.0,20,19,5,14,8.0,0,0,0,1,1,0,0,0,13.84037291224527,1,0,0,1,0,0,0,0,0,0
178,5.0,10,19,10,2,10.0,0,0,0,0,0,0,0,0,12.473083788820796,0,0,1,1,0,0,0,0,0,0
179,5.0,27,19,10,9,14.333333333333334,0,0,0,0,1,0,0,0,12.864561091271897,1,0,0,1,0,0,0,0,0,0
180,5.0,20,19,3,12,6.833333333333333,0,0,0,0,0,0,0,0,12.65500903569521,0,0,1,1,0,0,0,0,0,0
181,5.0,20,19,20,9,11.11111111111111,0,0,0,0,0,0,0,0,12.489257118929505,1,0,0,0,0,1,0,0,0,0
182,5.0,250,19,20,15,25.333333333333332,0,0,0,0,0,0,1,0,13.013289308367849,1,0,0,1,0,0,0,0,0,0
183,5.0,27,19,5,14,9.357142857142858,0,0,0,0,1,0,0,0,13.536478962019936,1,0,0,1,0,0,0,0,0,0
184,5.0,25,3,10,4,15.0,0,0,0,0,0,0,0,0,12.813160722816642,1,0,0,1,0,0,0,0,0,0
185,5.0,20,3,20,9,11.555555555555555,0,1,0,0,0,0,0,0,12.454337985618164,1,0,0,1,0,0,0,0,0,0
186,5.0,20,3,10,14,7.5,0,0,0,0,0,0,0,0,14.102992110313243,0,0,1,1,0,0,0,0,0,0
187,5.0,25,14,25,4,11.25,0,0,0,0,0,0,0,0,14.441202969265625,0,0,1,1,0,0,0,0,0,0
188,5.0,25,14,5,8,10.625,0,0,0,0,0,0,1,0,12.81616696745459,1,0,0,1,0,0,0,0,0,0
189,5.0,5,14,5,9,4.666666666666667,0,0,0,0,0,0,0,0,13.701117146037,0,0,1,1,0,0,0,0,0,0
190,5.0,20,14,0,10,7.8,1,0,0,0,0,0,0,0,13.257930446632551,1,0,0,1,0,0,0,0,0,0
191,5.0,27,32,27,1,27.0,0,0,0,0,0,0,0,0,13.00523837519644,1,0,0,1,0,0,0,0,0,0
192,5.0,15,5,3,3,7.666666666666667,0,0,0,0,0,0,0,0,12.933007537952962,1,0,0,0,1,0,0,0,0,0
193,5.0,20,22,20,1,20.0,0,0,0,0,0,0,0,0,12.472390622228179,1,0,0,1,0,0,0,0,0,0
194,5.0,10,3,5,8,4.75,0,0,0,0,0,0,0,0,16.157693216170866,0,0,1,1,0,0,0,0,0,0
195,5.0,20,3,20,6,12.5,0,0,0,0,0,0,0,0,13.600271930251633,1,0,0,1,0,0,0,0,0,0
196,5.0,5,18,5,2,5.0,0,0,0,0,0,0,0,0,12.973009176060613,0,0,1,1,0,0,0,0,0,0
197,5.0,5,46,5,2,5.0,0,0,0,0,0,0,0,0,14.153716291211639,0,0,1,1,0,0,0,0,0,0
198,5.0,5,9,5,2,3.5,0,0,0,0,0,0,0,0,12.496934656613579,0,0,1,1,0,0,0,0,0,0
199,5.0,5,45,5,1,5.0,0,0,0,0,0,0,0,0,11.775297421715827,1,0,0,1,0,0,0,0,0,0
200,5.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.493650898225532,1,0,0,1,0,0,0,0,0,0
201,5.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,11.830600711329938,1,0,0,1,0,0,0,0,0,0
202,5.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.492814590170669,0,1,0,0,0,0,1,0,0,0
203,5.0,5,22,5,1,5.0,0,0,0,0,0,0,0,0,11.524567433504155,1,0,0,1,0,0,0,0,0,0
204,5.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.490291232461294,0,0,1,1,0,0,0,0,0,0
205,6.46,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.490291232461294,1,0,0,1,0,0,0,0,0,0
206,7.0,5,20,5,4,4.25,0,0,0,0,0,0,0,0,13.434023172827438,0,0,1,0,0,0,1,0,0,0
207,8.0,250,20,15,27,32.370370370370374,0,0,0,0,0,0,1,0,13.64097024858872,1,0,0,1,0,0,0,0,0,0
208,8.0,25,20,10,10,9.5,0,0,0,0,1,0,0,0,12.678947149867593,0,0,1,0,0,0,1,0,0,0
209,8.0,10,20,5,17,6.352941176470588,0,0,0,1,0,0,0,0,13.492578438819063,0,0,1,1,0,0,0,0,0,0
210,8.0,25,4,25,6,11.943333307902018,0,0,0,0,0,0,0,0,13.168147122058253,0,0,1,0,0,0,0,1,0,0
211,8.0,5,28,5,1,5.0,0,0,0,0,0,0,0,0,11.593195839033498,0,0,1,0,1,0,0,0,0,0
212,9.0,1000,28,10,13,88.53846153846153,0,0,0,0,0,0,1,0,13.955177713238582,0,1,0,1,0,0,0,0,0,0
213,9.0,500,28,500,17,88.52941176470588,0,0,1,0,0,0,0,1,13.788106472651986,1,0,0,0,0,1,0,0,0,0
214,10.0,2900,28,8,30,432.6,1,0,1,0,0,0,1,0,16.500675750109185,0,0,1,0,1,0,0,0,0,0
215,10.0,500,28,25,23,55.26086956521739,0,0,1,0,0,0,1,1,15.392510399036917,1,0,0,1,0,0,0,0,0,0
216,10.0,375,28,63,29,133.58620689655172,1,1,1,0,0,0,1,1,15.240422084754686,1,0,0,1,0,0,0,0,0,0
217,10.0,1550,28,20,28,165.57142857142858,1,1,1,0,0,0,1,0,15.440527091087127,0,0,1,0,0,1,0,0,0,0
218,10.0,430,28,50,29,86.51724137931035,0,1,1,0,0,0,1,0,14.949215821614699,1,0,0,1,0,0,0,0,0,0
219,10.0,126,28,31,17,60.94117647058823,0,0,1,0,0,0,1,1,14.848982900230446,0,0,1,1,0,0,0,0,0,0
220,10.0,300,28,15,29,75.89655172413794,1,1,1,0,0,0,1,0,14.803842470506439,0,0,1,1,0,0,0,0,0,0
221,10.0,2000,28,10,10,223.5,0,0,1,0,0,0,1,0,14.346749798804758,1,0,0,0,0,1,0,0,0,0
222,10.0,300,28,50,26,67.11538461538461,1,0,1,0,0,0,1,0,14.846306068990144,1,0,0,1,0,0,0,0,0,0
223,10.0,100,28,13,10,41.8,0,0,1,0,0,0,0,0,14.043386891973093,1,0,0,1,0,0,0,0,0,0
224,10.0,100,28,50,22,53.45454545454545,0,0,1,0,1,0,0,0,14.784419166579312,0,0,1,1,0,0,0,0,0,0
225,10.0,250,28,4,19,89.36842105263158,0,0,1,0,0,0,1,0,14.333622571401234,0,0,1,0,0,0,1,0,0,0
226,10.0,150,28,50,4,75.0,0,0,0,0,0,0,0,0,14.713300806384854,0,0,1,0,0,1,0,0,0,0
227,10.0,100,28,50,13,42.23076923076923,0,0,1,0,0,0,1,0,14.323659201814698,1,0,0,0,0,0,1,0,0,0
228,10.0,200,28,25,18,54.27777777777778,0,0,1,0,0,0,0,1,14.204294641500821,0,0,1,1,0,0,0,0,0,0
229,10.0,100,28,15,7,54.857142857142854,0,0,1,0,0,1,1,0,13.768571978553307,0,0,1,1,0,0,0,0,0,0
230,10.0,1000,28,10,27,53.2962962962963,0,1,0,0,0,0,1,1,14.349375330541527,1,0,0,1,0,0,0,0,0,0
231,10.0,100,28,79,13,32.53846153846154,0,0,0,0,0,0,0,0,14.042536164342597,1,0,0,0,0,1,0,0,0,0
232,10.0,100,28,24,12,48.166666666666664,0,1,1,0,0,0,1,0,13.452747116684984,1,0,0,0,0,0,0,1,0,0
233,10.0,250,28,13,17,55.0,0,0,1,0,0,0,0,0,13.375371703563168,1,0,0,0,0,1,0,0,0,0
234,10.0,500,28,20,11,68.63636363636364,0,0,1,0,1,0,0,0,13.355564976542302,1,0,0,0,0,0,1,0,0,0
235,10.0,275,28,15,25,40.8,1,1,1,0,0,0,1,0,13.443488446411461,1,0,0,1,0,0,0,0,0,0
236,10.0,100,28,5,27,20.074074074074073,0,1,1,0,0,0,1,1,14.1242753204352,1,0,0,0,0,1,0,0,0,0
237,10.0,360,28,12,26,79.34615384615384,1,1,1,0,0,0,1,0,14.19093217972386,1,0,0,1,0,0,0,0,0,0
238,10.0,1500,28,10,27,91.88888888888889,0,0,1,0,0,0,1,1,13.357870187701938,1,0,0,1,0,0,0,0,0,0
239,10.0,500,28,10,24,30.75,0,0,1,0,0,0,1,0,14.283187106657147,1,0,0,1,0,0,0,0,0,0
240,10.0,60,28,2,15,12.533333333333333,0,0,0,0,0,0,1,1,13.147992137038143,0,0,1,1,0,0,0,0,0,0
241,10.0,500,28,100,13,124.46153846153847,0,0,1,0,0,0,0,1,13.433762464754556,0,0,1,1,0,0,0,0,0,0
242,10.0,50,28,15,19,24.94736842105263,0,0,1,0,0,0,1,0,13.767577926008972,0,0,1,1,0,0,0,0,0,0
243,10.0,300,28,8,8,115.125,0,0,1,0,0,0,0,0,13.340272452721688,0,0,1,0,0,1,0,0,0,0
244,10.0,1000,28,25,6,362.5,0,0,0,0,1,0,0,0,12.864369548654373,0,0,1,1,0,0,0,0,0,0
245,10.0,150,28,100,6,71.66666666666667,0,1,1,0,1,0,0,0,13.765951548308884,1,0,0,1,0,0,0,0,0,0
246,10.0,100,28,1,21,20.952380952380953,0,0,0,0,1,0,0,0,13.98797031331955,0,0,1,0,0,1,0,0,0,0
247,10.0,118,28,118,3,59.0,0,0,0,0,0,0,0,0,13.649059200715351,1,0,0,1,0,0,0,0,0,0
248,10.0,1000,28,3,8,138.875,0,0,0,0,0,0,0,0,13.024216778764698,1,0,0,1,0,0,0,0,0,0
249,10.0,200,28,5,12,55.083333333333336,0,0,0,0,0,0,0,0,13.181984201466681,1,0,0,0,0,1,0,0,0,0
250,10.0,100,28,15,10,41.0,0,0,1,0,1,0,0,0,13.10268706213045,0,0,1,1,0,0,0,0,0,0
251,10.0,500,28,5,19,64.94736842105263,0,0,0,0,0,0,1,0,12.910053430109006,1,0,0,1,0,0,0,0,0,0
252,10.0,25,28,3,8,9.5,0,0,0,0,1,0,0,0,14.11234685237941,0,0,1,1,0,0,0,0,0,0
253,10.0,250,28,100,24,54.375,0,0,1,0,0,0,1,0,14.094831775676179,1,0,0,1,0,0,0,0,0,0
254,10.0,100,28,5,8,41.25,0,0,0,0,0,0,1,0,14.491787228368109,1,0,0,0,0,0,1,0,0,0
255,10.0,500,28,250,6,208.33333333333334,0,0,0,0,0,0,0,0,13.173586769348761,0,0,1,1,0,0,0,0,0,0
256,10.0,1000,28,10,21,108.52380952380952,1,1,1,0,0,0,1,0,13.372897946118242,1,0,0,1,0,0,0,0,0,0
257,10.0,250,28,5,24,36.166666666666664,0,0,1,0,0,0,0,0,13.940633700118259,0,0,1,1,0,0,0,0,0,0
258,10.0,27,28,14,17,13.058823529411764,0,0,0,0,0,0,0,0,13.623320466971714,1,0,0,1,0,0,0,0,0,0
259,10.0,25,28,15,12,13.833333333333334,0,0,0,0,0,0,0,0,12.673109377886782,1,0,0,1,0,0,0,0,0,0
260,10.0,210,28,10,12,50.25,0,0,1,0,0,0,1,0,13.04776266849117,0,0,1,0,0,0,1,0,0,0
261,10.0,300,28,300,15,44.333333333333336,0,1,0,0,0,0,0,0,14.412020728870349,0,0,1,1,0,0,0,0,0,0
262,10.0,500,28,100,10,127.7,0,0,0,0,0,0,0,0,13.680705211347707,0,0,1,1,0,0,0,0,0,0
263,10.0,20,28,5,6,12.5,0,0,0,0,0,0,0,0,13.072313520154616,0,0,1,1,0,0,0,0,0,0
264,10.0,100,28,100,8,31.25,0,0,0,0,0,0,0,0,16.020440263302575,0,1,0,1,0,0,0,0,0,0
265,10.0,50,28,5,22,18.90909090909091,0,0,0,0,0,0,0,0,12.70053715320092,1,0,0,1,0,0,0,0,0,0
266,10.0,50,28,50,9,27.77777777777778,0,0,0,0,0,0,0,0,13.024984258821425,1,0,0,1,0,0,0,0,0,0
267,10.0,15,28,15,4,15.0,0,0,0,0,0,0,0,0,13.150291724963147,0,0,1,1,0,0,0,0,0,0
268,10.0,100,28,25,7,31.428571428571427,0,0,0,0,0,0,0,1,13.567493971534528,1,0,0,1,0,0,0,0,0,0
269,10.0,25,28,25,5,16.0,0,0,0,0,0,0,0,0,13.701045387102141,0,0,1,1,0,0,0,0,0,0
270,10.0,375,28,375,16,35.5625,0,0,1,0,0,0,1,0,12.804458495640429,1,0,0,1,0,0,0,0,0,0
271,10.0,100,28,100,5,59.0,0,0,0,0,0,0,0,0,13.860246801805605,0,0,1,1,0,0,0,0,0,0
272,10.0,27,28,10,18,16.555555555555557,1,0,0,0,0,0,0,0,13.158050933224681,1,0,0,1,0,0,0,0,0,0
273,10.0,25,28,5,11,17.90909090909091,0,0,0,0,0,0,1,0,12.80463438360025,1,0,0,0,1,0,0,0,0,0
274,10.0,500,28,20,10,82.0,0,0,0,0,0,0,0,0,13.526611745584598,0,0,1,0,1,0,0,0,0,0
275,10.0,50,28,25,10,17.5,0,0,0,0,0,1,0,0,12.962586567211565,1,0,0,1,0,0,0,0,0,0
276,10.0,50,28,50,1,50.0,0,0,0,0,0,0,0,0,13.020266419433021,1,0,0,1,0,0,0,0,0,0
277,10.0,44,28,25,6,30.833333333333332,0,0,0,0,0,0,0,0,13.2953616067374,0,0,1,1,0,0,0,0,0,0
278,10.0,75,28,20,11,14.727272727272727,0,1,0,0,0,0,0,0,13.14243263581794,1,0,0,0,0,1,0,0,0,0
279,10.0,250,28,100,23,31.08695652173913,0,0,0,0,1,0,1,0,13.894303253929372,1,0,0,1,0,0,0,0,0,0
280,10.0,1500,28,1500,12,259.6666666666667,0,1,0,0,0,0,0,0,13.278500083774643,1,0,0,1,0,0,0,0,0,0
281,10.0,25,28,15,8,15.0,0,0,0,0,0,0,0,0,13.507233864672207,1,0,0,1,0,0,0,0,0,0
282,10.0,20,28,10,15,10.4,0,1,0,0,0,0,0,0,13.182745146204946,1,0,0,1,0,0,0,0,0,0
283,10.0,500,28,5,29,40.793103448275865,0,0,0,0,0,0,0,0,13.359820006165634,1,0,0,0,1,0,0,0,0,0
284,10.0,20,28,5,13,11.153846153846153,0,0,0,0,0,0,1,0,13.210141626938695,0,0,1,0,0,0,0,1,0,0
285,10.0,100,28,100,15,30.4,0,0,0,0,0,0,1,0,12.806909891047,1,0,0,1,0,0,0,0,0,0
286,10.0,211,28,5,16,24.25,0,0,0,0,0,0,0,0,14.36892947058207,0,0,1,1,0,0,0,0,0,0
287,10.0,20,28,3,2,11.5,0,0,0,0,0,1,0,0,13.537432881949792,1,0,0,1,0,0,0,0,0,0
288,10.0,31,28,5,13,14.153846153846153,1,0,0,0,0,0,0,0,14.140825063689588,0,0,1,1,0,0,0,0,0,0
289,10.0,25,28,22,8,21.75,0,0,0,0,0,0,0,0,12.769964990232857,1,0,0,1,0,0,0,0,0,0
290,10.0,200,28,100,7,63.857142857142854,0,0,0,0,0,0,0,0,13.004691835532283,1,0,0,1,0,0,0,0,0,0
291,10.0,17,28,17,2,13.5,0,0,0,0,0,0,0,0,12.542876969861302,0,0,1,1,0,0,0,0,0,0
292,10.0,100,13,100,3,70.0,0,0,0,0,0,0,0,0,13.921250701554298,1,0,0,0,0,1,0,0,0,0
293,10.0,159,8,5,3,59.666666666666664,0,0,0,0,0,0,0,0,13.557361397451249,1,0,0,1,0,0,0,0,0,0
294,10.0,50,8,50,6,29.166666666666668,0,0,0,0,0,0,0,0,12.885719100036264,0,1,0,0,0,0,1,0,0,0
295,10.0,100,13,25,9,38.333333333333336,1,0,0,0,0,0,1,0,13.503437427449985,1,0,0,1,0,0,0,0,0,0
296,10.0,100,13,15,3,43.333333333333336,0,0,0,0,0,0,0,0,13.584560363954706,1,0,0,1,0,0,0,0,0,0
297,10.0,25,4,20,8,18.75,0,0,0,0,0,0,0,0,12.697883631454731,1,0,0,1,0,0,0,0,0,0
298,10.0,75,4,20,17,20.294117647058822,0,0,0,0,1,0,0,0,13.151149065336025,1,0,0,0,0,1,0,0,0,0
299,10.0,12,4,10,7,7.428571428571429,0,0,0,0,0,0,0,0,13.003217163041898,1,0,0,1,0,0,0,0,0,0
300,10.0,50,4,5,4,27.5,0,0,0,0,0,0,0,0,13.79124245525683,1,0,0,1,0,0,0,0,0,0
301,10.0,25,3,5,8,15.9375,0,0,0,0,1,0,0,0,12.972932541568783,1,0,0,1,0,0,0,0,0,0
302,10.0,25,8,25,7,17.571428571428573,0,0,0,0,0,0,0,0,13.089265640514,1,0,0,0,0,1,0,0,0,0
303,10.0,50,8,20,12,12.583333333333334,0,0,0,0,0,0,0,0,13.226739608813306,1,0,0,1,0,0,0,0,0,0
304,10.0,25,8,1,9,16.333333333333332,0,0,0,0,0,0,0,0,14.181484729745497,1,0,0,1,0,0,0,0,0,0
305,10.0,30,11,20,6,17.5,0,0,0,0,0,0,0,0,13.044899009620593,0,0,1,1,0,0,0,0,0,0
306,10.0,3,11,3,2,3.0,0,0,0,0,0,0,0,0,12.76604551256241,1,0,0,1,0,0,0,0,0,0
307,10.0,100,10,100,8,32.5,0,0,0,0,0,0,0,0,13.101805504982334,0,0,1,1,0,0,0,0,0,0
308,10.0,20,12,3,9,9.444444444444445,0,0,0,0,0,0,0,0,12.816854005411269,1,0,0,1,0,0,0,0,0,0
309,10.0,100,3,50,9,44.5,0,0,0,0,1,0,0,0,13.866557221941045,0,0,1,1,0,0,0,0,0,0
310,10.0,20,8,10,9,8.777777777777779,0,0,0,0,0,0,0,0,13.197467139309111,0,1,0,0,0,1,0,0,0,0
311,10.0,10,18,10,7,10.0,0,0,0,0,0,0,0,0,14.035207376112362,0,0,1,1,0,0,0,0,0,0
312,10.0,10,18,10,2,8.0,0,0,0,0,0,0,0,0,12.993877520344766,0,0,1,1,0,0,0,0,0,0
313,10.0,20,4,20,8,15.625,0,0,0,0,1,0,0,0,12.905539812834936,0,0,1,1,0,0,0,0,0,0
314,10.0,25,4,25,7,8.571428571428571,0,0,0,0,0,0,0,0,13.263974044616758,1,0,0,1,0,0,0,0,0,0
315,10.0,25,6,3,6,17.666666666666668,0,0,0,0,0,0,0,0,13.080774422178221,1,0,0,0,0,0,0,0,0,1
316,10.0,20,14,1,5,10.379999995231628,0,0,0,0,0,0,0,0,12.630362779054472,0,1,0,1,0,0,0,0,0,0
317,10.0,20,14,5,10,10.3,0,0,0,0,0,0,0,0,13.263812591188342,1,0,0,1,0,0,0,0,0,0
318,10.0,15,18,15,6,8.333333333333334,0,0,0,0,0,0,0,0,12.696656785716652,1,0,0,1,0,0,0,0,0,0
319,10.0,50,111,50,1,50.0,0,0,0,0,0,0,0,0,13.161141685018402,1,0,0,1,0,0,0,0,0,0
320,10.0,20,17,20,4,12.5,0,0,0,0,0,0,0,0,13.089528153550727,0,0,1,0,1,0,0,0,0,0
321,10.0,25,15,20,6,14.166666666666666,0,0,0,0,0,0,0,0,12.084723885226934,0,0,1,1,0,0,0,0,0,0
322,10.0,25,60,25,5,25.0,0,0,0,0,0,0,0,0,12.654479100743496,0,0,1,1,0,0,0,0,0,0
323,10.0,20,15,5,9,8.666666666666666,0,1,0,0,0,0,0,1,12.968741224548747,0,0,1,0,1,0,0,0,0,0
324,10.0,25,8,25,8,9.551249999552965,0,1,0,0,0,0,0,0,12.766468129423687,1,0,0,1,0,0,0,0,0,0
325,10.0,13,19,5,4,8.875,0,0,0,0,0,0,0,0,13.27212558481425,0,0,1,1,0,0,0,0,0,0
326,10.0,20,22,5,4,8.75,0,0,0,0,0,0,1,0,12.413558248487675,0,0,1,1,0,0,0,0,0,0
327,10.0,20,23,5,10,5.3,0,0,0,0,0,0,0,0,12.9644901106735,0,0,1,0,0,1,0,0,0,0
328,10.0,20,13,3,7,6.857142857142857,0,0,0,0,0,0,0,0,13.920699058828404,1,0,0,0,0,0,1,0,0,0
329,10.0,20,15,1,7,9.142857142857142,0,0,0,0,0,0,0,0,13.088254217972752,0,0,1,1,0,0,0,0,0,0
330,10.0,25,18,2,6,10.583333333333334,0,0,0,0,0,0,0,0,12.827535836791677,1,0,0,1,0,0,0,0,0,0
331,10.0,15,22,15,5,4.0899999916553496,0,0,0,0,0,0,0,0,12.549772272956506,0,0,1,1,0,0,0,0,0,0
332,10.0,20,51,20,2,12.59000015258789,0,0,0,0,0,0,0,0,12.958617813545196,0,0,1,1,0,0,0,0,0,0
333,10.0,25,18,1,3,12.166666666666666,0,0,0,0,0,0,0,0,13.162158925308452,1,0,0,1,0,0,0,0,0,0
334,10.0,25,8,3,3,10.166666666666666,0,0,0,0,0,0,0,0,13.951173676845002,0,0,1,1,0,0,0,0,0,0
335,10.0,5,42,5,3,5.0,0,0,0,0,0,0,0,0,13.143798005595633,0,0,1,1,0,0,0,0,0,0
336,10.0,10,14,10,2,7.5,0,0,0,0,0,0,0,0,12.406876513942596,0,0,1,1,0,0,0,0,0,0
337,10.0,25,15,3,2,14.0,0,0,0,0,0,0,0,0,13.411116376209723,1,0,0,1,0,0,0,0,0,0
338,10.0,10,86,10,1,10.0,0,0,0,0,0,0,1,0,12.10725732990835,1,0,0,1,0,0,0,0,0,0
339,10.0,20,17,3,6,2.8333333333333335,0,0,0,0,0,0,0,0,13.66500505971615,1,0,0,1,0,0,0,0,0,0
340,10.0,3,4,3,2,3.0,0,0,0,0,0,0,0,0,13.624212028450389,1,0,0,1,0,0,0,0,0,0
341,10.0,5,7,5,1,5.0,0,0,0,0,0,0,0,0,11.31638732981699,1,0,0,1,0,0,0,0,0,0
